study,name,label,label_de,description,description_de
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_7,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_61,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_60,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_6,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_59,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_58,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_57,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_56,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_55,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_54,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_53,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_52,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_51,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_50,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_5,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_49,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_48,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_47,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_46,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_45,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_44,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_43,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_42,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_41,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_40,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_4,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_39,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_38,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_37,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_36,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_35,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_34,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_33,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_32,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_31,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_30,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_3,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_29,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_28,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_27,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_26,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_25,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_24,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_23,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_22,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_21,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_20,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_2,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_19,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_18,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_17,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_16,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_15,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_14,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_13,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_12,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_11,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_10,,,,
soep-pretest,pre_result_code_peabody_picture_vocabulary_test_1,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_9,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_8,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_7,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_6,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_5,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_4,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_3,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_2,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_12,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_11,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_10,,,,
soep-pretest,pre_result_code_cft_subtest_matrix_1,,,,
soep-pretest,pre_result_code_cft_subtest_classification_9,,,,
soep-pretest,pre_result_code_cft_subtest_classification_8,,,,
soep-pretest,pre_result_code_cft_subtest_classification_7,,,,
soep-pretest,pre_result_code_cft_subtest_classification_6,,,,
soep-pretest,pre_result_code_cft_subtest_classification_5,,,,
soep-pretest,pre_result_code_cft_subtest_classification_4,,,,
soep-pretest,pre_result_code_cft_subtest_classification_3,,,,
soep-pretest,pre_result_code_cft_subtest_classification_2,,,,
soep-pretest,pre_result_code_cft_subtest_classification_12,,,,
soep-pretest,pre_result_code_cft_subtest_classification_11,,,,
soep-pretest,pre_result_code_cft_subtest_classification_10,,,,
soep-pretest,pre_result_code_cft_subtest_classification_1,,,,
soep-pretest,pre_responsibile_body,,,,
soep-pretest,pre_resolution_keep_spending_money,,,,
soep-pretest,pre_resolution_keep_smoking,,,,
soep-pretest,pre_resolution_keep_nutrition,,,,
soep-pretest,pre_resolution_keep_general,,,,
soep-pretest,pre_resolution_keep_fitness,,,,
soep-pretest,pre_resolution_keep_alcohol,,,,
soep-pretest,pre_report_wft_will_to_answer,,,,
soep-pretest,pre_report_wft_explain2,,,,
soep-pretest,pre_report_wft_explain1,,,,
soep-pretest,pre_report_wft_comprehensive,,,,
soep-pretest,pre_report_washing_machine_will_to_answer,,,,
soep-pretest,pre_report_washing_machine_explain2,,,,
soep-pretest,pre_report_washing_machine_explain1,,,,
soep-pretest,pre_report_washing_machine_comprehensive,,,,
soep-pretest,pre_report_use_computer_internet_will_to_answer,,,,
soep-pretest,pre_report_use_computer_internet_explain2,,,,
soep-pretest,pre_report_use_computer_internet_explain1,,,,
soep-pretest,pre_report_use_computer_internet_comprehensive,,,,
soep-pretest,pre_report_special_payment_will_to_answer,,,,
soep-pretest,pre_report_special_payment_comprehensive,,,,
soep-pretest,pre_report_special_payement_explain1,,,,
soep-pretest,pre_report_special payment_explain2,,,,
soep-pretest,pre_report_social_networks_will_to_answer,,,,
soep-pretest,pre_report_social_networks_explain2,,,,
soep-pretest,pre_report_social_networks_explain1,,,,
soep-pretest,pre_report_social_networks_comprehensive,,,,
soep-pretest,pre_report_signs_numbers_test_explain2,,,,
soep-pretest,pre_report_signs_numbers_test_explain1,,,,
soep-pretest,pre_report_signs_numbers_test_comprehensive,,,,
soep-pretest,pre_report_signs_numbers_test_answer,,,,
soep-pretest,pre_report_security_or_chance_will_to_answer,,,,
soep-pretest,pre_report_security_or_chance_explain2,,,,
soep-pretest,pre_report_security_or_chance_explain1,,,,
soep-pretest,pre_report_security_or_chance_comprehensive,,,,
soep-pretest,pre_report_science_technology_will_to_answer,,,,
soep-pretest,pre_report_science_technology_explain2,,,,
soep-pretest,pre_report_science_technology_explain1,,,,
soep-pretest,pre_report_science_technology_comprehensive,,,,
soep-pretest,pre_report_risk_will_to_answer,,,,
soep-pretest,pre_report_risk_loss_aversion_will_to_answer,,,,
soep-pretest,pre_report_risk_loss_aversion_explain2,,,,
soep-pretest,pre_report_risk_loss_aversion_explain1,,,,
soep-pretest,pre_report_risk_loss_aversion_comprehensive,,,,
soep-pretest,pre_report_risk_explain2,,,,
soep-pretest,pre_report_risk_explain1,,,,
soep-pretest,pre_report_risk_comprehensive,,,,
soep-pretest,pre_report_re_pretest_2005_will_to_answer,,,,
soep-pretest,pre_report_re_pretest_2005_explain2,,,,
soep-pretest,pre_report_re_pretest_2005_explain1,,,,
soep-pretest,pre_report_re_pretest_2005_comprehensive,,,,
soep-pretest,pre_report_personality_will_to_answer,,,,
soep-pretest,pre_report_personality_explain2,,,,
soep-pretest,pre_report_personality_explain1,,,,
soep-pretest,pre_report_personality_comprehensive,,,,
soep-pretest,pre_report_pension_info_will_to_answer,,,,
soep-pretest,pre_report_pension_info_explain2,,,,
soep-pretest,pre_report_pension_info_explain1,,,,
soep-pretest,pre_report_pension_info_comprehensive,,,,
soep-pretest,pre_report_overall_interview_will_to_answer,,,,
soep-pretest,pre_report_overall_interview_explain2,,,,
soep-pretest,pre_report_overall_interview_explain1,,,,
soep-pretest,pre_report_overall_interview_comprehensive,,,,
soep-pretest,pre_report_old_age_dying_will_to_answer,,,,
soep-pretest,pre_report_old_age_dying_explain2,,,,
soep-pretest,pre_report_old_age_dying_explain1,,,,
soep-pretest,pre_report_old_age_dying_comprehensive,,,,
soep-pretest,pre_report_mood_everyday_life_will_to_answer,,,,
soep-pretest,pre_report_mood_everyday_life_explain2,,,,
soep-pretest,pre_report_mood_everyday_life_explain1,,,,
soep-pretest,pre_report_mood_everyday_life_comprehensive,,,,
soep-pretest,pre_report_machiavell_normorientation_comprehensive,,,,
soep-pretest,pre_report_machia_normorient_will_to_answer,,,,
soep-pretest,pre_report_machia_normorient_explain2,,,,
soep-pretest,pre_report_machia_normorient_explain1,,,,
soep-pretest,pre_report_lived_abroad_will_to_answer,,,,
soep-pretest,pre_report_lived_abroad_explain2,,,,
soep-pretest,pre_report_lived_abroad_explain1,,,,
soep-pretest,pre_report_lived_abroad_comprehensive,,,,
soep-pretest,pre_report_likelihood_estim_will_to_answer,,,,
soep-pretest,pre_report_likelihood_estim_explain2,,,,
soep-pretest,pre_report_likelihood_estim_explain1,,,,
soep-pretest,pre_report_likelihood_estim_comprehensive,,,,
soep-pretest,pre_report_job_effort_reward_will_to_answer,,,,
soep-pretest,pre_report_job_effort_reward_explain2,,,,
soep-pretest,pre_report_job_effort_reward_explain1,,,,
soep-pretest,pre_report_job_effort_reward_comprehensive,,,,
soep-pretest,pre_report_interview_to_answer,,,,
soep-pretest,pre_report_interview_explain2,,,,
soep-pretest,pre_report_interview_explain1,,,,
soep-pretest,pre_report_interview_comprehensive,,,,
soep-pretest,pre_report_info_school_to_answer,,,,
soep-pretest,pre_report_info_school_explain2,,,,
soep-pretest,pre_report_info_school_explain1,,,,
soep-pretest,pre_report_info_school_comprehensive,,,,
soep-pretest,pre_report_info_kindergarden_to_answer,,,,
soep-pretest,pre_report_info_kindergarden_explain2,,,,
soep-pretest,pre_report_info_kindergarden_explain1,,,,
soep-pretest,pre_report_info_kindergarden_comprehensive,,,,
soep-pretest,pre_report_income_justice_vignetten_will_to_answer,,,,
soep-pretest,pre_report_income_justice_vignetten_explain2,,,,
soep-pretest,pre_report_income_justice_vignetten_explain1,,,,
soep-pretest,pre_report_income_justice_vignetten_comprehensive,,,,
soep-pretest,pre_report_health_will_to_answer,,,,
soep-pretest,pre_report_health_measure_will_to_answer,,,,
soep-pretest,pre_report_health_measure_explain2,,,,
soep-pretest,pre_report_health_measure_explain1,,,,
soep-pretest,pre_report_health_measure_comprehensive,,,,
soep-pretest,pre_report_health_explain2,,,,
soep-pretest,pre_report_health_explain1,,,,
soep-pretest,pre_report_health_comprehensive,,,,
soep-pretest,pre_report_grip_strength_test_will_to_answer,,,,
soep-pretest,pre_report_grip_strength_test_explain2,,,,
soep-pretest,pre_report_grip_strength_test_explain1,,,,
soep-pretest,pre_report_grip_strength_test_comprehensive,,,,
soep-pretest,pre_report_gender_women_comprehensive,,,,
soep-pretest,pre_report_gender_woman_will_to_answer,,,,
soep-pretest,pre_report_gender_woman_explain2,,,,
soep-pretest,pre_report_gender_woman_explain1,,,,
soep-pretest,pre_report_gender_men_will_to_answer,,,,
soep-pretest,pre_report_gender_men_explain2,,,,
soep-pretest,pre_report_gender_men_explain1,,,,
soep-pretest,pre_report_gender_men_comprehensive,,,,
soep-pretest,pre_report_gender_men_compare_will_to_answer,,,,
soep-pretest,pre_report_gender_men_compare_explain2,,,,
soep-pretest,pre_report_gender_men_compare_explain1,,,,
soep-pretest,pre_report_gender_men_compare_comprehensive,,,,
soep-pretest,pre_report_future_finance_will_to_answer,,,,
soep-pretest,pre_report_future_finance_explain2,,,,
soep-pretest,pre_report_future_finance_explain1,,,,
soep-pretest,pre_report_future_finance_comprehensive,,,,
soep-pretest,pre_report_financial_support_will_to_answer,,,,
soep-pretest,pre_report_financial_support_explain2,,,,
soep-pretest,pre_report_financial_support_explain1,,,,
soep-pretest,pre_report_financial_support_comprehensive,,,,
soep-pretest,pre_report_feeling_will_to_answer,,,,
soep-pretest,pre_report_feeling_explain2,,,,
soep-pretest,pre_report_feeling_explain1,,,,
soep-pretest,pre_report_feeling_comprehensive,,,,
soep-pretest,pre_report_family_will_to_answer,,,,
soep-pretest,pre_report_family_explain2,,,,
soep-pretest,pre_report_family_explain1,,,,
soep-pretest,pre_report_family_comprehensive,,,,
soep-pretest,pre_report_exit_will_to_answer,,,,
soep-pretest,pre_report_exit_explain2,,,,
soep-pretest,pre_report_exit_explain1,,,,
soep-pretest,pre_report_exit_comprehensive,,,,
soep-pretest,pre_report_eu_will_to_answer,,,,
soep-pretest,pre_report_eu_explain2,,,,
soep-pretest,pre_report_eu_explain1,,,,
soep-pretest,pre_report_eu_comprehensive,,,,
soep-pretest,pre_report_emigration_will_to_answer,,,,
soep-pretest,pre_report_emigration_explain2,,,,
soep-pretest,pre_report_emigration_explain1,,,,
soep-pretest,pre_report_emigration_comprehensive,,,,
soep-pretest,pre_report_donate_behavior_will_to_answer,,,,
soep-pretest,pre_report_donate_behavior_explain2,,,,
soep-pretest,pre_report_donate_behavior_explain1,,,,
soep-pretest,pre_report_donate_behavior_comprehensive,,,,
soep-pretest,pre_report_do_it_y_will_to_answer,,,,
soep-pretest,pre_report_do_it_y_explain2,,,,
soep-pretest,pre_report_do_it_y_explain1,,,,
soep-pretest,pre_report_do_it_y_comprehensive,,,,
soep-pretest,pre_report_disorder_classification_will_to_answer,,,,
soep-pretest,pre_report_disorder_classification_explain2,,,,
soep-pretest,pre_report_disorder_classification_explain1,,,,
soep-pretest,pre_report_disorder_classification_comprehensive,,,,
soep-pretest,pre_report_compare_income_will_to_answer,,,,
soep-pretest,pre_report_compare_income_explain2,,,,
soep-pretest,pre_report_compare_income_explain1,,,,
soep-pretest,pre_report_compare_income_comprehensive,,,,
soep-pretest,pre_report_classification_of_strengths_explain2,,,,
soep-pretest,pre_report_classification_of_strengths_explain1,,,,
soep-pretest,pre_report_classification_of_strengths_comprehensive,,,,
soep-pretest,pre_report_cancer_screening_will_to_answer,,,,
soep-pretest,pre_report_cancer_screening_explain2,,,,
soep-pretest,pre_report_cancer_screening_explain1,,,,
soep-pretest,pre_report_cancer_screening_comprehensive,,,,
soep-pretest,pre_report_budget_consumption_will_to_answer,,,,
soep-pretest,pre_report_budget_consumption_explain2,,,,
soep-pretest,pre_report_budget_consumption_explain1,,,,
soep-pretest,pre_report_budget_consumption_comprehensive,,,,
soep-pretest,pre_report_blood_organ_donation_will_to_answer,,,,
soep-pretest,pre_report_blood_organ_donation_explain2,,,,
soep-pretest,pre_report_blood_organ_donation_explain1,,,,
soep-pretest,pre_report_blood_organ_donation_comprehensive,,,,
soep-pretest,pre_report_big5_modification_will_to_answer,,,,
soep-pretest,pre_report_big5_modification_explain2,,,,
soep-pretest,pre_report_big5_modification_explain1,,,,
soep-pretest,pre_report_big5_modification_comprehensive,,,,
soep-pretest,pre_report_b_classification_of_strengths__will_to_answer,,,,
soep-pretest,pre_report_aging_will_to_answer,,,,
soep-pretest,pre_report_aging_explain2,,,,
soep-pretest,pre_report_aging_explain1,,,,
soep-pretest,pre_report_aging_comprehensive,,,,
soep-pretest,pre_report_age_75_will_to_answer,,,,
soep-pretest,pre_report_age_75_explain2,,,,
soep-pretest,pre_report_age_75_explain1,,,,
soep-pretest,pre_report_age_75_comprehensive,,,,
soep-pretest,pre_report_address_employer_will_to_answer,,,,
soep-pretest,pre_report_address_employer_explain2,,,,
soep-pretest,pre_report_address_employer_explain1,,,,
soep-pretest,pre_report_address_employer_comprehensive,,,,
soep-pretest,pre_report_3friends_will_to_answer,,,,
soep-pretest,pre_report_3friends_explain2,,,,
soep-pretest,pre_report_3friends_explain1,,,,
soep-pretest,pre_report_3friends_comprehensive,,,,
soep-pretest,pre_rent_flat_why_rejection,,,,
soep-pretest,pre_rent_flat,,,,
soep-pretest,pre_remaining_sec_cft_matrix,,,,
soep-pretest,pre_remaining_sec_cft_classification,,,,
soep-pretest,pre_remaining_min_cft_matrix,,,,
soep-pretest,pre_remaining_min_cft_classification,,,,
soep-pretest,pre_religiousness,,,,
soep-pretest,pre_religion_yes_no,,,,
soep-pretest,pre_religion_questions_allowed,,,,
soep-pretest,pre_religion_only1_question,,,,
soep-pretest,pre_religion_identification,,,,
soep-pretest,pre_religion_community_mother,,,,
soep-pretest,pre_religion_community_father,,,,
soep-pretest,pre_religion_community,,,,
soep-pretest,pre_relation_deceased,,,,
soep-pretest,pre_REGBEZ,,,,
soep-pretest,pre_reciproc_polite,,,,
soep-pretest,pre_reciproc_giveHelp_bestwaay_receivehelp,,,,
soep-pretest,pre_reciproc_compliment,,,,
soep-pretest,pre_reason_return_no_answer,,,,
soep-pretest,pre_reason_lived_abroad_6,,,,
soep-pretest,pre_reason_lived_abroad_5,,,,
soep-pretest,pre_reason_lived_abroad_4,,,,
soep-pretest,pre_reason_lived_abroad_3,,,,
soep-pretest,pre_reason_lived_abroad_2,,,,
soep-pretest,pre_reason_lived_abroad_1,,,,
soep-pretest,pre_realschulab_gen,,,,
soep-pretest,pre_reading_tabloid_h,,,,
soep-pretest,pre_reading_tabloid,,,,
soep-pretest,pre_reading_local_h,,,,
soep-pretest,pre_reading_local,,,,
soep-pretest,pre_reading_habit_y/n,,,,
soep-pretest,pre_reading_habit,,,,
soep-pretest,pre_purchase_last year_other_type,,,,
soep-pretest,pre_purchase_last year_other_no,,,,
soep-pretest,pre_purchase_last year_other_amount,,,,
soep-pretest,pre_psta3x,,,,
soep-pretest,pre_psta2x,,,,
soep-pretest,pre_psornr1,,,,
soep-pretest,pre_problems_science_tech,,,,
soep-pretest,pre_problem_in_life_no_answer,,,,
soep-pretest,pre_problem_in_life_3,,,,
soep-pretest,pre_problem_in_life_2,,,,
soep-pretest,pre_problem_in_life_1,,,,
soep-pretest,pre_prmotion_last12m,,,,
soep-pretest,pre_private_insurance5,,,,
soep-pretest,pre_private_insurance4,,,,
soep-pretest,pre_private_insurance3,,,,
soep-pretest,pre_private_insurance2,,,,
soep-pretest,pre_private_insurance1,,,,
soep-pretest,pre_priv_gen_liability_insurance,,,,
soep-pretest,pre_preschool_teacher_quest_trusting,,,,
soep-pretest,pre_preschool_teacher_quest_sharing,,,,
soep-pretest,pre_preschool_teacher_quest_risks,,,,
soep-pretest,pre_preschool_teacher_quest_popular,,,,
soep-pretest,pre_preschool_teacher_quest_obedience,,,,
soep-pretest,pre_preschool_teacher_quest_loner,,,,
soep-pretest,pre_preschool_teacher_quest_impatient,,,,
soep-pretest,pre_preschool_teacher_quest_helping,,,,
soep-pretest,pre_preschool_teacher_quest_fighting,,,,
soep-pretest,pre_preschool_teacher_quest_empathy,,,,
soep-pretest,pre_preschool_teacher_quest_distracted,,,,
soep-pretest,pre_preschool_teacher_quest_date_month,,,,
soep-pretest,pre_preschool_teacher_quest_date_day,,,,
soep-pretest,pre_preschool_teacher_quest_confidence,,,,
soep-pretest,pre_preschool_teacher_quest_compete,,,,
soep-pretest,pre_preschool_teacher_quest_argue,,,,
soep-pretest,pre_praying_times,,,,
soep-pretest,pre_prauch_years,,,,
soep-pretest,pre_prauch_weeks,,,,
soep-pretest,pre_prauch_months,,,,
soep-pretest,pre_prauch_days,,,,
soep-pretest,pre_ppvt_example_5,,,,
soep-pretest,pre_ppvt_example_4,,,,
soep-pretest,pre_ppvt_example_3,,,,
soep-pretest,pre_ppvt_example_2,,,,
soep-pretest,pre_ppvt_example_1,,,,
soep-pretest,pre_ppvt_9,,,,
soep-pretest,pre_ppvt_8,,,,
soep-pretest,pre_ppvt_7,,,,
soep-pretest,pre_ppvt_61,,,,
soep-pretest,pre_ppvt_60,,,,
soep-pretest,pre_ppvt_6,,,,
soep-pretest,pre_ppvt_59,,,,
soep-pretest,pre_ppvt_58,,,,
soep-pretest,pre_ppvt_57,,,,
soep-pretest,pre_ppvt_56,,,,
soep-pretest,pre_ppvt_55,,,,
soep-pretest,pre_ppvt_54,,,,
soep-pretest,pre_ppvt_53,,,,
soep-pretest,pre_ppvt_52,,,,
soep-pretest,pre_ppvt_51,,,,
soep-pretest,pre_ppvt_50,,,,
soep-pretest,pre_ppvt_5,,,,
soep-pretest,pre_ppvt_49,,,,
soep-pretest,pre_ppvt_48,,,,
soep-pretest,pre_ppvt_47,,,,
soep-pretest,pre_ppvt_46,,,,
soep-pretest,pre_ppvt_45,,,,
soep-pretest,pre_ppvt_44,,,,
soep-pretest,pre_ppvt_43,,,,
soep-pretest,pre_ppvt_42,,,,
soep-pretest,pre_ppvt_41,,,,
soep-pretest,pre_ppvt_40,,,,
soep-pretest,pre_ppvt_4,,,,
soep-pretest,pre_ppvt_39,,,,
soep-pretest,pre_ppvt_38,,,,
soep-pretest,pre_ppvt_37,,,,
soep-pretest,pre_ppvt_36,,,,
soep-pretest,pre_ppvt_35,,,,
soep-pretest,pre_ppvt_34,,,,
soep-pretest,pre_ppvt_33,,,,
soep-pretest,pre_ppvt_32,,,,
soep-pretest,pre_ppvt_31,,,,
soep-pretest,pre_ppvt_30,,,,
soep-pretest,pre_ppvt_3,,,,
soep-pretest,pre_ppvt_29,,,,
soep-pretest,pre_ppvt_28,,,,
soep-pretest,pre_ppvt_27,,,,
soep-pretest,pre_ppvt_26,,,,
soep-pretest,pre_ppvt_25,,,,
soep-pretest,pre_ppvt_24,,,,
soep-pretest,pre_ppvt_23,,,,
soep-pretest,pre_ppvt_22,,,,
soep-pretest,pre_ppvt_21,,,,
soep-pretest,pre_ppvt_20,,,,
soep-pretest,pre_ppvt_2,,,,
soep-pretest,pre_ppvt_19,,,,
soep-pretest,pre_ppvt_18,,,,
soep-pretest,pre_ppvt_17,,,,
soep-pretest,pre_ppvt_16,,,,
soep-pretest,pre_ppvt_15,,,,
soep-pretest,pre_ppvt_14,,,,
soep-pretest,pre_ppvt_13,,,,
soep-pretest,pre_ppvt_12,,,,
soep-pretest,pre_ppvt_11,,,,
soep-pretest,pre_ppvt_10,,,,
soep-pretest,pre_ppvt_1,,,,
soep-pretest,pre_ppnr,,,,
soep-pretest,pre_ppnam,,,,
soep-pretest,pre_politically_informed_ importance_other,,,,
soep-pretest,pre_politically_informed_ importance,,,,
soep-pretest,pre_plan_ahead_5ys,,,,
soep-pretest,pre_plan_ahead_1y,,,,
soep-pretest,pre_plan_ahead_10ys,,,,
soep-pretest,pre_pkvso,,,,
soep-pretest,pre_pkal_11_so,,,,
soep-pretest,pre_pjobx,,,,
soep-pretest,pre_pit_test2_duration_min,,,,
soep-pretest,pre_pit_test1_duration_min,,,,
soep-pretest,pre_phone_number,,,,
soep-pretest,pre_pfsso,,,,
soep-pretest,pre_personality_worry_about_others,,,,
soep-pretest,pre_personality_trust_what_people_say,,,,
soep-pretest,pre_personality_tense,,,,
soep-pretest,pre_personality_start_fights,,,,
soep-pretest,pre_personality_spontaneous,,,,
soep-pretest,pre_personality_shy,,,,
soep-pretest,pre_personality_resist_easy,,,,
soep-pretest,pre_personality_resist_difficult,,,,
soep-pretest,pre_personality_reliable,,,,
soep-pretest,pre_personality_reflective,,,,
soep-pretest,pre_personality_rather_quiet,,,,
soep-pretest,pre_personality_open,,,,
soep-pretest,pre_personality_no_time_for_others,,,,
soep-pretest,pre_personality_nice,,,,
soep-pretest,pre_personality_make_others_welcome,,,,
soep-pretest,pre_personality_look_down_others,,,,
soep-pretest,pre_personality_involved_rarely,,,,
soep-pretest,pre_personality_help_others,,,,
soep-pretest,pre_personality_give_others_good_feeling,,,,
soep-pretest,pre_personality_extroverted,,,,
soep-pretest,pre_personality_enduring,,,,
soep-pretest,pre_personality_empathetic,,,,
soep-pretest,pre_personality_emotionally_stable,,,,
soep-pretest,pre_personality_emotion_controll,,,,
soep-pretest,pre_personality_eat_much,,,,
soep-pretest,pre_personality_easy_to_bother,,,,
soep-pretest,pre_personality_distrust_others,,,,
soep-pretest,pre_personality_disorganised,,,,
soep-pretest,pre_personality_critical,,,,
soep-pretest,pre_personality_creative,,,,
soep-pretest,pre_personality_conventional,,,,
soep-pretest,pre_personality_cold,,,,
soep-pretest,pre_personality_careless,,,,
soep-pretest,pre_personality_calm,,,,
soep-pretest,pre_personality_believe_others_act_morally,,,,
soep-pretest,pre_personality_believe_mankind_good,,,,
soep-pretest,pre_personality_believe_mankind_evil,,,,
soep-pretest,pre_personality_believe_good_intentions,,,,
soep-pretest,pre_personality_believe_everything_fine,,,,
soep-pretest,pre_personality_assume_others_hiding,,,,
soep-pretest,pre_personality_anticipate_needs,,,,
soep-pretest,pre_personality_abandon_others,,,,
soep-pretest,pre_personal_social_classification,,,,
soep-pretest,pre_personal_mobile_phone_carry,,,,
soep-pretest,pre_personal_mobile_phone,,,,
soep-pretest,pre_person_weighting_with_education_weighting,,,,
soep-pretest,pre_person_weighting_no_education,,,,
soep-pretest,pre_person_weighting ,,,,
soep-pretest,pre_person_weighting,,,,
soep-pretest,pre_person_weight_2,,,,
soep-pretest,pre_person_weight_1,,,,
soep-pretest,pre_pers_accident_insurance,,,,
soep-pretest,pre_pension_worth,,,,
soep-pretest,pre_pension_qualify,,,,
soep-pretest,pre_pension_info_year_unknown,,,,
soep-pretest,pre_pension_info_year,,,,
soep-pretest,pre_pension_info_show_paper,,,,
soep-pretest,pre_pension_info_received,,,,
soep-pretest,pre_pension_credit_points_know,,,,
soep-pretest,pre_pension_credit_points_2,,,,
soep-pretest,pre_pension_credit_points_1,,,,
soep-pretest,pre_pension_company_worth3,,,,
soep-pretest,pre_pension_company_worth2,,,,
soep-pretest,pre_pension_company_worth1,,,,
soep-pretest,pre_pension_company_qualify,,,,
soep-pretest,pre_pek171,,,,
soep-pretest,pre_pek131,,,,
soep-pretest,pre_pek13,,,,
soep-pretest,pre_pek121,,,,
soep-pretest,pre_pek12,,,,
soep-pretest,pre_pbeh2nr,,,,
soep-pretest,pre_patient_provision,,,,
soep-pretest,pre_pass_wage_working_time_gross_amount,,,,
soep-pretest,pre_pass_on_wage_working_time,,,,
soep-pretest,pre_partner_sex,,,,
soep-pretest,pre_partner_name,,,,
soep-pretest,pre_participation_IAT,,,,
soep-pretest,pre_participation_again_with_child,,,,
soep-pretest,pre_participation_again,,,,
soep-pretest,pre_participate_sms_survey_reason,,,,
soep-pretest,pre_participate_sms_survey,,,,
soep-pretest,pre_participate_additional_survey,,,,
soep-pretest,pre_parental_allowance,,,,
soep-pretest,pre_pabs15x,,,,
soep-pretest,pre_pabs03x,,,,
soep-pretest,pre_pabs02x,,,,
soep-pretest,pre_pab7x,,,,
soep-pretest,pre_pab5nr,,,,
soep-pretest,pre_pab05a,,,,
soep-pretest,pre_own_flat_house_inHH_last12month,,,,
soep-pretest,pre_own_flat_house_inHH,,,,
soep-pretest,pre_other_property_inHH_last12month,,,,
soep-pretest,pre_other_property_inHH,,,,
soep-pretest,pre_organisation_commitment_3,,,,
soep-pretest,pre_organisation_commitment_2,,,,
