study,dataset,name,concept,item_old,questionnaire,question,item
soep-pretest,pre_2007_1,f023a,pre_women_feel_masculine,,pre_2007_1,23_1,
soep-pretest,pre_2007_1,f024,pre_men_other_men_masculine,,pre_2007_1,24,
soep-pretest,pre_2007_1,f024a,pre_men_feel_masculine_split2,,pre_2007_1,24_1,
soep-pretest,pre_2007_1,f025,pre_men_other_men_feminine,,pre_2007_1,25,
soep-pretest,pre_2007_1,f025a,pre_men_feel_feminine_split2,,pre_2007_1,25_1,
soep-pretest,pre_2007_1,f026,pre_women_other_women_feminine,,pre_2007_1,26,
soep-pretest,pre_2007_1,f026a,pre_women_feel_feminine_split2,,pre_2007_1,26_1,
soep-pretest,pre_2007_1,f027,pre_women_other_women_masculine,,pre_2007_1,27,
soep-pretest,pre_2007_1,f027a,pre_women_feel_masculine_split2,,pre_2007_1,27_1,
soep-pretest,pre_2007_1,f028,,536,pre_2007_1,28,
soep-pretest,pre_2007_1,f029,,5539,pre_2007_1,29,
soep-pretest,pre_2007_1,f030,,4461,pre_2007_1,30,
soep-pretest,pre_2007_1,f031,pre_current_place_residence,,pre_2007_1,31,
soep-pretest,pre_2007_1,f032,,5830,pre_2007_1,32,
soep-pretest,pre_2007_1,f033,,5831,pre_2007_1,33,
soep-pretest,pre_2007_1,f034,pre_5832_to_east,,pre_2007_1,34,
soep-pretest,pre_2007_1,f035,pre_5832_to_west,,pre_2007_1,35,
soep-pretest,pre_2007_1,f036,,5833,pre_2007_1,36,
soep-pretest,pre_2007_1,f037,,5835,pre_2007_1,37,
soep-pretest,pre_2007_1,f03801,pre_contact_abroad_1,,pre_2007_1,38,1
soep-pretest,pre_2007_1,f03802,pre_contact_abroad_2,,pre_2007_1,38,2
soep-pretest,pre_2007_1,f03803,pre_contact_abroad_3,,pre_2007_1,38,3
soep-pretest,pre_2007_1,f03804,pre_contact_abroad_4,,pre_2007_1,38,4
soep-pretest,pre_2007_1,f038ka,pre_contact_abroad_5,,pre_2007_1,38,5
soep-pretest,pre_2007_1,f039,pre_inform_emigration,,pre_2007_1,39,
soep-pretest,pre_2007_1,f04001,pre_impede_emigration,,pre_2007_1,40,
soep-pretest,pre_2007_1,f04002,pre_impede_emigration_namely,,pre_2007_1,40_1,
soep-pretest,pre_2007_1,f041,,5836,pre_2007_1,41,
soep-pretest,pre_2007_1,f041j,pre_5836_ years,,pre_2007_1,41_1,
soep-pretest,pre_2007_1,f041m,pre_5836_month,,pre_2007_1,41_2,
soep-pretest,pre_2007_1,f042,,5838,pre_2007_1,42,
soep-pretest,pre_2007_1,f043,,5837,pre_2007_1,43,1
soep-pretest,pre_2007_1,f043ka,pre_5837_no_answer,,pre_2007_1,43,2
soep-pretest,pre_2007_1,f04401,pre_emigrate_reason_job,,pre_2007_1,44,
soep-pretest,pre_2007_1,f04402,pre_emigrate_reason_other,,pre_2007_1,44_1,
soep-pretest,pre_2007_1,f045,pre_job_abroad_awareness,,pre_2007_1,45,
soep-pretest,pre_2007_1,f04601,,5925,pre_2007_1,46,1
soep-pretest,pre_2007_1,f04602,,5926,pre_2007_1,46,2
soep-pretest,pre_2007_1,f04603,,5927,pre_2007_1,46,3
soep-pretest,pre_2007_1,f04604,,5928,pre_2007_1,46,4
soep-pretest,pre_2007_1,f04605,,5930,pre_2007_1,46,5
soep-pretest,pre_2007_1,f04605s,,5931,pre_2007_1,46,6
soep-pretest,pre_2007_1,f046ka,pre_5930_no_answer,,pre_2007_1,46,7
soep-pretest,pre_2007_1,f047,pre_keep_residence,,pre_2007_1,47,
soep-pretest,pre_2007_1,f04801,pre_emigrate_language_speak,,pre_2007_1,48,
soep-pretest,pre_2007_1,f04802,pre_emigrate_language_write,,pre_2007_1,48_1,
soep-pretest,pre_2007_1,f049,,3551,pre_2007_1,49,
soep-pretest,pre_2007_1,f050,pre_lived_abroad_once,,pre_2007_1,50,
soep-pretest,pre_2007_1,f051,pre_lived_abroad_country,,pre_2007_1,51,
soep-pretest,pre_2007_1,f051ka,pre_lived_abroad_country_no_answer,,pre_2007_1,51_1,
soep-pretest,pre_2007_1,f05201,pre_reason_lived_abroad_1,,pre_2007_1,52,1
soep-pretest,pre_2007_1,f05202,pre_reason_lived_abroad_2,,pre_2007_1,52,2
soep-pretest,pre_2007_1,f05203,pre_reason_lived_abroad_3,,pre_2007_1,52,3
soep-pretest,pre_2007_1,f05204,pre_reason_lived_abroad_4,,pre_2007_1,52,4
soep-pretest,pre_2007_1,f05204s,pre_reason_lived_abroad_5,,pre_2007_1,52,5
soep-pretest,pre_2007_1,f052ka,pre_reason_lived_abroad_6,,pre_2007_1,52,6
soep-pretest,pre_2007_1,f053,pre_duration_lived_abroad,,pre_2007_1,53,
soep-pretest,pre_2007_1,f05401,pre_lived_abroad_language_speak,,pre_2007_1,54,
soep-pretest,pre_2007_1,f05402,pre_lived_abroad_language_write,,pre_2007_1,54_1,
soep-pretest,pre_2007_1,f055,pre_lived_abroad_return,,pre_2007_1,55,
soep-pretest,pre_2007_1,f055ka,pre_lived_abroad_return_no_answer,,pre_2007_1,55_1,
soep-pretest,pre_2007_1,f05601,,5956,pre_2007_1,56,1
soep-pretest,pre_2007_1,f05602,,5957,pre_2007_1,56,2
soep-pretest,pre_2007_1,f05603,,5958,pre_2007_1,56,3
soep-pretest,pre_2007_1,f05604,,5959,pre_2007_1,56,4
soep-pretest,pre_2007_1,f05605,,5960,pre_2007_1,56,5
soep-pretest,pre_2007_1,f05606,,5961,pre_2007_1,56,6
soep-pretest,pre_2007_1,f05607,,5962,pre_2007_1,56,7
soep-pretest,pre_2007_1,f05608,,5963,pre_2007_1,56,8
soep-pretest,pre_2007_1,f05609,,5964,pre_2007_1,56,9
soep-pretest,pre_2007_1,f05609s,,5965,pre_2007_1,56,10
soep-pretest,pre_2007_1,f056ka,pre_reason_return_no_answer,,pre_2007_1,56,11
soep-pretest,pre_2007_1,f057,,195,pre_2007_1,57,
soep-pretest,pre_2007_1,f058,,197,pre_2007_1,58,
soep-pretest,pre_2007_1,f059,,206,pre_2007_1,59,
soep-pretest,pre_2007_1,f060,,207,pre_2007_1,60,
soep-pretest,pre_2007_1,f061,,3689,pre_2007_1,61,
soep-pretest,pre_2007_1,f062m,,349,pre_2007_1,62,
soep-pretest,pre_2007_1,f062j,,1065,pre_2007_1,62_1,
soep-pretest,pre_2007_1,f063m,,239,pre_2007_1,63,
soep-pretest,pre_2007_1,f063j,,238,pre_2007_1,63_1,
soep-pretest,pre_2007_1,f06401,,242,pre_2007_1,64,
soep-pretest,pre_2007_1,f06402,,244,pre_2007_1,64_1,1
soep-pretest,pre_2007_1,f06403,,245,pre_2007_1,64_1,2
soep-pretest,pre_2007_1,f06404,,246,pre_2007_1,64_1,3
soep-pretest,pre_2007_1,f06405,,247,pre_2007_1,64_1,4
soep-pretest,pre_2007_1,f06406,,248,pre_2007_1,64_2,
soep-pretest,pre_2007_1,f06407,,249,pre_2007_1,64_3,
soep-pretest,pre_2007_1,f06408,,250,pre_2007_1,64_4,
soep-pretest,pre_2007_1,f064ka,,3796,pre_2007_1,64_5,
soep-pretest,pre_2007_1,f065,,236,pre_2007_1,65,
soep-pretest,pre_2007_1,f066,,1293,pre_2007_1,66,
soep-pretest,pre_2007_1,f067,,237,pre_2007_1,67,
soep-pretest,pre_2007_1,f068vor,pre_filter_self_employed,,pre_2007_1,68,
soep-pretest,pre_2007_1,adr_ausw,pre_selection_quest_68_69,,pre_2007_1,68_1,
soep-pretest,pre_2007_1,f06802,pre_name_employer_no_info,,pre_2007_1,68_2,
soep-pretest,pre_2007_1,f06803,pre_name_employer_no_info_reason,,pre_2007_1,68_3,
soep-pretest,pre_2007_1,f06804,pre_name_employer_no_info_after_text,,pre_2007_1,68_4,
soep-pretest,pre_2007_1,f06904,pre_adress_employer_no_info,,pre_2007_1,69,
soep-pretest,pre_2007_1,f06905,pre_adress_employer_no_info_reason,,pre_2007_1,69_1,
soep-pretest,pre_2007_1,f06906,pre_adress_employer_no_info_after_text,,pre_2007_1,69_2,
soep-pretest,pre_2007_1,fa_txt,pre_text_display,,pre_2007_1,69_3,
soep-pretest,pre_2007_1,fa_n,pre_name_employer,,pre_2007_1,69_4,
soep-pretest,pre_2007_1,fa_pos,pre_adress_employer,,pre_2007_1,69_5,
soep-pretest,pre_2007_1,f07001,,281,pre_2007_1,70,
soep-pretest,pre_2007_1,f07002,,282,pre_2007_1,70_1,
soep-pretest,pre_2007_1,f071,,283,pre_2007_1,71,
soep-pretest,pre_2007_1,f072,,270,pre_2007_1,72,
soep-pretest,pre_2007_1,f07301,,295,pre_2007_1,73,1
soep-pretest,pre_2007_1,f07302,,296,pre_2007_1,73,2
soep-pretest,pre_2007_1,f074,,488,pre_2007_1,74,
soep-pretest,pre_2007_1,f075,,4132,pre_2007_1,75,
soep-pretest,pre_2007_1,f076,,4133,pre_2007_1,76,
soep-pretest,pre_2007_1,f07701,,490,pre_2007_1,77,
soep-pretest,pre_2007_1,f07702,,491,pre_2007_1,77_1,
soep-pretest,pre_2007_1,f078,pre_sleep_quality,,pre_2007_1,78,
soep-pretest,pre_2007_1,f07901,,4120,pre_2007_1,79,1
soep-pretest,pre_2007_1,f07902,,4121,pre_2007_1,79,2
soep-pretest,pre_2007_1,f07903,,4122,pre_2007_1,79,3
soep-pretest,pre_2007_1,f07904,,4123,pre_2007_1,79,4
soep-pretest,pre_2007_1,f07905,,4124,pre_2007_1,79,5
soep-pretest,pre_2007_1,f07906,,4125,pre_2007_1,79,6
soep-pretest,pre_2007_1,f07907,,4126,pre_2007_1,79,7
soep-pretest,pre_2007_1,f07908,,4127,pre_2007_1,79,8
soep-pretest,pre_2007_1,f07909,,4128,pre_2007_1,79,9
soep-pretest,pre_2007_1,f07910,,4129,pre_2007_1,79,10
soep-pretest,pre_2007_1,f080,pre_patient_provision,,pre_2007_1,80,
soep-pretest,pre_2007_1,f081,,4624,pre_2007_1,81,
soep-pretest,pre_2007_1,f082,,4623,pre_2007_1,82,
soep-pretest,pre_2007_1,f08301,,4914,pre_2007_1,83,1
soep-pretest,pre_2007_1,f08302,,4915,pre_2007_1,83,2
soep-pretest,pre_2007_1,f08303,,4916,pre_2007_1,83,3
soep-pretest,pre_2007_1,f08304,,4917,pre_2007_1,83,4
soep-pretest,pre_2007_1,f08401,,4287,pre_2007_1,84,
soep-pretest,pre_2007_1,f0840201,,4290,pre_2007_1,84_1,
soep-pretest,pre_2007_1,f0840202,,4291,pre_2007_1,84_2,
soep-pretest,pre_2007_1,f0840203,,4292,pre_2007_1,84_3,
soep-pretest,pre_2007_1,f08402ka,,4952,pre_2007_1,84_4,
soep-pretest,pre_2007_1,f085,,4130,pre_2007_1,85,
soep-pretest,pre_2007_1,f086,,4131,pre_2007_1,86,
soep-pretest,pre_2007_1,f08701,pre_waist_measure_cm,,pre_2007_1,87,
soep-pretest,pre_2007_1,f08702,pre_waist_measure,,pre_2007_1,87_1,
soep-pretest,pre_2007_1,f08801,pre_hip_measure_cm,,pre_2007_1,88,
soep-pretest,pre_2007_1,f08802,pre_hip_measure,,pre_2007_1,88_1,
soep-pretest,pre_2007_1,f08901,pre_chest_measure_cm,,pre_2007_1,89,
soep-pretest,pre_2007_1,f08902,pre_chest_measure,,pre_2007_1,89_1,
soep-pretest,pre_2007_1,f090,,5333,pre_2007_1,90,
soep-pretest,pre_2007_1,f091,,5334,pre_2007_1,91,
soep-pretest,pre_2007_1,f09201,pre_grip_strength_participate,,pre_2007_1,92,
soep-pretest,pre_2007_1,f092r101,,5335,pre_2007_1,92_1,
soep-pretest,pre_2007_1,f092r102,pre_5335_possibility,,pre_2007_1,92_3,
soep-pretest,pre_2007_1,f092l101,,5337,pre_2007_1,92_4,
soep-pretest,pre_2007_1,f092l102,pre_5337_possibility,,pre_2007_1,92_5,
soep-pretest,pre_2007_1,f092r201,,5336,pre_2007_1,92_6,
soep-pretest,pre_2007_1,f092r202,pre_5336_possibility,,pre_2007_1,92_7,
soep-pretest,pre_2007_1,f092l201,,5338,pre_2007_1,92_8,
soep-pretest,pre_2007_1,f092l202,pre_5338_possibility,,pre_2007_1,92_9,
soep-pretest,pre_2007_1,f09301,,5339,pre_2007_1,93,
soep-pretest,pre_2007_1,f09302,pre_5339_namely,,pre_2007_1,93_1,
soep-pretest,pre_2007_1,f096,,5784,pre_2007_1,96,
soep-pretest,pre_2007_1,f096001,pre_wft_mention_1,,pre_2007_1,96_1,1
soep-pretest,pre_2007_1,f096002,pre_wft_mention_2,,pre_2007_1,96_1,2
soep-pretest,pre_2007_1,f096003,pre_wft_mention_3,,pre_2007_1,96_1,3
soep-pretest,pre_2007_1,f096004,pre_wft_mention_4,,pre_2007_1,96_1,4
soep-pretest,pre_2007_1,f096005,pre_wft_mention_5,,pre_2007_1,96_1,5
soep-pretest,pre_2007_1,f096006,pre_wft_mention_6,,pre_2007_1,96_1,6
soep-pretest,pre_2007_1,f096007,pre_wft_mention_7,,pre_2007_1,96_1,7
soep-pretest,pre_2007_1,f096008,pre_wft_mention_8,,pre_2007_1,96_1,8
soep-pretest,pre_2007_1,f096009,pre_wft_mention_9,,pre_2007_1,96_1,9
soep-pretest,pre_2007_1,f096010,pre_wft_mention_10,,pre_2007_1,96_1,10
soep-pretest,pre_2007_1,f096011,pre_wft_mention_11,,pre_2007_1,96_1,11
soep-pretest,pre_2007_1,f096012,pre_wft_mention_12,,pre_2007_1,96_1,12
soep-pretest,pre_2007_1,f096013,pre_wft_mention_13,,pre_2007_1,96_1,13
soep-pretest,pre_2007_1,f096014,pre_wft_mention_14,,pre_2007_1,96_1,14
soep-pretest,pre_2007_1,f096015,pre_wft_mention_15,,pre_2007_1,96_1,15
soep-pretest,pre_2007_1,f096016,pre_wft_mention_16,,pre_2007_1,96_1,16
soep-pretest,pre_2007_1,f096017,pre_wft_mention_17,,pre_2007_1,96_1,17
soep-pretest,pre_2007_1,f096018,pre_wft_mention_18,,pre_2007_1,96_1,18
soep-pretest,pre_2007_1,f096019,pre_wft_mention_19,,pre_2007_1,96_1,19
soep-pretest,pre_2007_1,f096020,pre_wft_mention_20,,pre_2007_1,96_1,20
soep-pretest,pre_2007_1,f096021,pre_wft_mention_21,,pre_2007_1,96_1,21
soep-pretest,pre_2007_1,f096022,pre_wft_mention_22,,pre_2007_1,96_1,22
soep-pretest,pre_2007_1,f096023,pre_wft_mention_23,,pre_2007_1,96_1,23
soep-pretest,pre_2007_1,f096024,pre_wft_mention_24,,pre_2007_1,96_1,24
soep-pretest,pre_2007_1,f096025,pre_wft_mention_25,,pre_2007_1,96_1,25
soep-pretest,pre_2007_1,f096026,pre_wft_mention_26,,pre_2007_1,96_1,26
soep-pretest,pre_2007_1,f096027,pre_wft_mention_27,,pre_2007_1,96_1,27
soep-pretest,pre_2007_1,f096028,pre_wft_mention_28,,pre_2007_1,96_1,28
soep-pretest,pre_2007_1,f096029,pre_wft_mention_29,,pre_2007_1,96_1,29
soep-pretest,pre_2007_1,f096030,pre_wft_mention_30,,pre_2007_1,96_1,30
soep-pretest,pre_2007_1,f096031,pre_wft_mention_31,,pre_2007_1,96_1,31
soep-pretest,pre_2007_1,f096032,pre_wft_mention_32,,pre_2007_1,96_1,32
soep-pretest,pre_2007_1,f096033,pre_wft_mention_33,,pre_2007_1,96_1,33
soep-pretest,pre_2007_1,f096034,pre_wft_mention_34,,pre_2007_1,96_1,34
soep-pretest,pre_2007_1,f096035,pre_wft_mention_35,,pre_2007_1,96_1,35
soep-pretest,pre_2007_1,f096036,pre_wft_mention_36,,pre_2007_1,96_1,36
soep-pretest,pre_2007_1,f096037,pre_wft_mention_37,,pre_2007_1,96_1,37
soep-pretest,pre_2007_1,f096038,pre_wft_mention_38,,pre_2007_1,96_1,38
soep-pretest,pre_2007_1,f096039,pre_wft_mention_39,,pre_2007_1,96_1,39
soep-pretest,pre_2007_1,f096040,pre_wft_mention_40,,pre_2007_1,96_1,40
soep-pretest,pre_2007_1,f096041,pre_wft_mention_41,,pre_2007_1,96_1,41
soep-pretest,pre_2007_1,f096042,pre_wft_mention_42,,pre_2007_1,96_1,42
soep-pretest,pre_2007_1,f096043,pre_wft_mention_43,,pre_2007_1,96_1,43
soep-pretest,pre_2007_1,f096044,pre_wft_mention_44,,pre_2007_1,96_1,44
soep-pretest,pre_2007_1,f096045,pre_wft_mention_45,,pre_2007_1,96_1,45
soep-pretest,pre_2007_1,f096046,pre_wft_mention_46,,pre_2007_1,96_1,46
soep-pretest,pre_2007_1,f096047,pre_wft_mention_47,,pre_2007_1,96_1,47
soep-pretest,pre_2007_1,f096048,pre_wft_mention_48,,pre_2007_1,96_1,48
soep-pretest,pre_2007_1,f096049,pre_wft_mention_49,,pre_2007_1,96_1,49
soep-pretest,pre_2007_1,f096050,pre_wft_mention_50,,pre_2007_1,96_1,50
soep-pretest,pre_2007_1,f096051,pre_wft_mention_51,,pre_2007_1,96_1,51
soep-pretest,pre_2007_1,f096052,pre_wft_mention_52,,pre_2007_1,96_1,52
soep-pretest,pre_2007_1,f096053,pre_wft_mention_53,,pre_2007_1,96_1,53
soep-pretest,pre_2007_1,f096054,pre_wft_mention_54,,pre_2007_1,96_1,54
soep-pretest,pre_2007_1,f096055,pre_wft_mention_55,,pre_2007_1,96_1,55
soep-pretest,pre_2007_1,f096056,pre_wft_mention_56,,pre_2007_1,96_1,56
soep-pretest,pre_2007_1,f096057,pre_wft_mention_57,,pre_2007_1,96_1,57
soep-pretest,pre_2007_1,f096058,pre_wft_mention_58,,pre_2007_1,96_1,58
soep-pretest,pre_2007_1,f096059,pre_wft_mention_59,,pre_2007_1,96_1,59
soep-pretest,pre_2007_1,f096060,pre_wft_mention_60,,pre_2007_1,96_1,60
soep-pretest,pre_2007_1,f096061,pre_wft_mention_61,,pre_2007_1,96_1,61
soep-pretest,pre_2007_1,f096062,pre_wft_mention_62,,pre_2007_1,96_1,62
soep-pretest,pre_2007_1,f096063,pre_wft_mention_63,,pre_2007_1,96_1,63
soep-pretest,pre_2007_1,f096064,pre_wft_mention_64,,pre_2007_1,96_1,64
soep-pretest,pre_2007_1,f096065,pre_wft_mention_65,,pre_2007_1,96_1,65
soep-pretest,pre_2007_1,f096066,pre_wft_mention_66,,pre_2007_1,96_1,66
soep-pretest,pre_2007_1,f096067,pre_wft_mention_67,,pre_2007_1,96_1,67
soep-pretest,pre_2007_1,f096068,pre_wft_mention_68,,pre_2007_1,96_1,68
soep-pretest,pre_2007_1,f096069,pre_wft_mention_69,,pre_2007_1,96_1,69
soep-pretest,pre_2007_1,f096070,pre_wft_mention_70,,pre_2007_1,96_1,70
soep-pretest,pre_2007_1,f096071,pre_wft_mention_71,,pre_2007_1,96_1,71
soep-pretest,pre_2007_1,f096072,pre_wft_mention_72,,pre_2007_1,96_1,72
soep-pretest,pre_2007_1,f096073,pre_wft_mention_73,,pre_2007_1,96_1,73
soep-pretest,pre_2007_1,f096074,pre_wft_mention_74,,pre_2007_1,96_1,74
soep-pretest,pre_2007_1,f096075,pre_wft_mention_75,,pre_2007_1,96_1,75
soep-pretest,pre_2007_1,f096076,pre_wft_mention_76,,pre_2007_1,96_1,76
soep-pretest,pre_2007_1,f096077,pre_wft_mention_77,,pre_2007_1,96_1,77
soep-pretest,pre_2007_1,f096078,pre_wft_mention_78,,pre_2007_1,96_1,78
soep-pretest,pre_2007_1,f096079,pre_wft_mention_79,,pre_2007_1,96_1,79
soep-pretest,pre_2007_1,f096080,pre_wft_mention_80,,pre_2007_1,96_1,80
soep-pretest,pre_2007_1,f096081,pre_wft_mention_81,,pre_2007_1,96_1,81
soep-pretest,pre_2007_1,f096082,pre_wft_mention_82,,pre_2007_1,96_1,82
soep-pretest,pre_2007_1,f096083,pre_wft_mention_83,,pre_2007_1,96_1,83
soep-pretest,pre_2007_1,f096084,pre_wft_mention_84,,pre_2007_1,96_1,84
soep-pretest,pre_2007_1,f096085,pre_wft_mention_85,,pre_2007_1,96_1,85
soep-pretest,pre_2007_1,f096086,pre_wft_mention_86,,pre_2007_1,96_1,86
soep-pretest,pre_2007_1,f096087,pre_wft_mention_87,,pre_2007_1,96_1,87
soep-pretest,pre_2007_1,f096088,pre_wft_mention_88,,pre_2007_1,96_1,88
soep-pretest,pre_2007_1,f096089,pre_wft_mention_89,,pre_2007_1,96_1,89
soep-pretest,pre_2007_1,f096090,pre_wft_mention_90,,pre_2007_1,96_1,90
soep-pretest,pre_2007_1,f096091,pre_wft_mention_91,,pre_2007_1,96_1,91
soep-pretest,pre_2007_1,f096092,pre_wft_mention_92,,pre_2007_1,96_1,92
soep-pretest,pre_2007_1,f096093,pre_wft_mention_93,,pre_2007_1,96_1,93
soep-pretest,pre_2007_1,f096094,pre_wft_mention_94,,pre_2007_1,96_1,94
soep-pretest,pre_2007_1,f096095,pre_wft_mention_95,,pre_2007_1,96_1,95
soep-pretest,pre_2007_1,f096096,pre_wft_mention_96,,pre_2007_1,96_1,96
soep-pretest,pre_2007_1,f096097,pre_wft_mention_97,,pre_2007_1,96_1,97
soep-pretest,pre_2007_1,f096098,pre_wft_mention_98,,pre_2007_1,96_1,98
soep-pretest,pre_2007_1,f096099,pre_wft_mention_99,,pre_2007_1,96_1,99
soep-pretest,pre_2007_1,f096001s,pre_wft_time_1,,pre_2007_1,96_2,1
soep-pretest,pre_2007_1,f096002s,pre_wft_time_2,,pre_2007_1,96_2,2
soep-pretest,pre_2007_1,f096003s,pre_wft_time_3,,pre_2007_1,96_2,3
soep-pretest,pre_2007_1,f096004s,pre_wft_time_4,,pre_2007_1,96_2,4
soep-pretest,pre_2007_1,f096005s,pre_wft_time_5,,pre_2007_1,96_2,5
soep-pretest,pre_2007_1,f096006s,pre_wft_time_6,,pre_2007_1,96_2,6
soep-pretest,pre_2007_1,f096007s,pre_wft_time_7,,pre_2007_1,96_2,7
soep-pretest,pre_2007_1,f096008s,pre_wft_time_8,,pre_2007_1,96_2,8
soep-pretest,pre_2007_1,f096009s,pre_wft_time_9,,pre_2007_1,96_2,9
soep-pretest,pre_2007_1,f096010s,pre_wft_time_10,,pre_2007_1,96_2,10
soep-pretest,pre_2007_1,f096011s,pre_wft_time_11,,pre_2007_1,96_2,11
soep-pretest,pre_2007_1,f096012s,pre_wft_time_12,,pre_2007_1,96_2,12
soep-pretest,pre_2007_1,f096013s,pre_wft_time_13,,pre_2007_1,96_2,13
soep-pretest,pre_2007_1,f096014s,pre_wft_time_14,,pre_2007_1,96_2,14
soep-pretest,pre_2007_1,f096015s,pre_wft_time_15,,pre_2007_1,96_2,15
soep-pretest,pre_2007_1,f096016s,pre_wft_time_16,,pre_2007_1,96_2,16
soep-pretest,pre_2007_1,f096017s,pre_wft_time_17,,pre_2007_1,96_2,17
soep-pretest,pre_2007_1,f096018s,pre_wft_time_18,,pre_2007_1,96_2,18
soep-pretest,pre_2007_1,f096019s,pre_wft_time_19,,pre_2007_1,96_2,19
soep-pretest,pre_2007_1,f096020s,pre_wft_time_20,,pre_2007_1,96_2,20
soep-pretest,pre_2007_1,f096021s,pre_wft_time_21,,pre_2007_1,96_2,21
soep-pretest,pre_2007_1,f096022s,pre_wft_time_22,,pre_2007_1,96_2,22
soep-pretest,pre_2007_1,f096023s,pre_wft_time_23,,pre_2007_1,96_2,23
soep-pretest,pre_2007_1,f096024s,pre_wft_time_24,,pre_2007_1,96_2,24
soep-pretest,pre_2007_1,f096025s,pre_wft_time_25,,pre_2007_1,96_2,25
soep-pretest,pre_2007_1,f096026s,pre_wft_time_26,,pre_2007_1,96_2,26
soep-pretest,pre_2007_1,f096027s,pre_wft_time_27,,pre_2007_1,96_2,27
soep-pretest,pre_2007_1,f096028s,pre_wft_time_28,,pre_2007_1,96_2,28
soep-pretest,pre_2007_1,f096029s,pre_wft_time_29,,pre_2007_1,96_2,29
soep-pretest,pre_2007_1,f096030s,pre_wft_time_30,,pre_2007_1,96_2,30
soep-pretest,pre_2007_1,f096031s,pre_wft_time_31,,pre_2007_1,96_2,31
soep-pretest,pre_2007_1,f096032s,pre_wft_time_32,,pre_2007_1,96_2,32
soep-pretest,pre_2007_1,f096033s,pre_wft_time_33,,pre_2007_1,96_2,33
soep-pretest,pre_2007_1,f096034s,pre_wft_time_34,,pre_2007_1,96_2,34
soep-pretest,pre_2007_1,f096035s,pre_wft_time_35,,pre_2007_1,96_2,35
soep-pretest,pre_2007_1,f096036s,pre_wft_time_36,,pre_2007_1,96_2,36
soep-pretest,pre_2007_1,f096037s,pre_wft_time_37,,pre_2007_1,96_2,37
soep-pretest,pre_2007_1,f096038s,pre_wft_time_38,,pre_2007_1,96_2,38
soep-pretest,pre_2007_1,f096039s,pre_wft_time_39,,pre_2007_1,96_2,39
soep-pretest,pre_2007_1,f096040s,pre_wft_time_40,,pre_2007_1,96_2,40
soep-pretest,pre_2007_1,f096041s,pre_wft_time_41,,pre_2007_1,96_2,41
soep-pretest,pre_2007_1,f096042s,pre_wft_time_42,,pre_2007_1,96_2,42
soep-pretest,pre_2007_1,f096043s,pre_wft_time_43,,pre_2007_1,96_2,43
soep-pretest,pre_2007_1,f096044s,pre_wft_time_44,,pre_2007_1,96_2,44
soep-pretest,pre_2007_1,f096045s,pre_wft_time_45,,pre_2007_1,96_2,45
soep-pretest,pre_2007_1,f096046s,pre_wft_time_46,,pre_2007_1,96_2,46
soep-pretest,pre_2007_1,f096047s,pre_wft_time_47,,pre_2007_1,96_2,47
soep-pretest,pre_2007_1,f096048s,pre_wft_time_48,,pre_2007_1,96_2,48
soep-pretest,pre_2007_1,f096049s,pre_wft_time_49,,pre_2007_1,96_2,49
soep-pretest,pre_2007_1,f096050s,pre_wft_time_50,,pre_2007_1,96_2,50
soep-pretest,pre_2007_1,f096051s,pre_wft_time_51,,pre_2007_1,96_2,51
soep-pretest,pre_2007_1,f096052s,pre_wft_time_52,,pre_2007_1,96_2,52
soep-pretest,pre_2007_1,f096053s,pre_wft_time_53,,pre_2007_1,96_2,53
soep-pretest,pre_2007_1,f096054s,pre_wft_time_54,,pre_2007_1,96_2,54
soep-pretest,pre_2007_1,f096055s,pre_wft_time_55,,pre_2007_1,96_2,55
soep-pretest,pre_2007_1,f096056s,pre_wft_time_56,,pre_2007_1,96_2,56
soep-pretest,pre_2007_1,f096057s,pre_wft_time_57,,pre_2007_1,96_2,57
soep-pretest,pre_2007_1,f096058s,pre_wft_time_58,,pre_2007_1,96_2,58
soep-pretest,pre_2007_1,f096059s,pre_wft_time_59,,pre_2007_1,96_2,59
soep-pretest,pre_2007_1,f096060s,pre_wft_time_60,,pre_2007_1,96_2,60
soep-pretest,pre_2007_1,f096061s,pre_wft_time_61,,pre_2007_1,96_2,61
soep-pretest,pre_2007_1,f096062s,pre_wft_time_62,,pre_2007_1,96_2,62
soep-pretest,pre_2007_1,f096063s,pre_wft_time_63,,pre_2007_1,96_2,63
soep-pretest,pre_2007_1,f096064s,pre_wft_time_64,,pre_2007_1,96_2,64
soep-pretest,pre_2007_1,f096065s,pre_wft_time_65,,pre_2007_1,96_2,65
soep-pretest,pre_2007_1,f096066s,pre_wft_time_66,,pre_2007_1,96_2,66
soep-pretest,pre_2007_1,f096067s,pre_wft_time_67,,pre_2007_1,96_2,67
soep-pretest,pre_2007_1,f096068s,pre_wft_time_68,,pre_2007_1,96_2,68
soep-pretest,pre_2007_1,f096069s,pre_wft_time_69,,pre_2007_1,96_2,69
soep-pretest,pre_2007_1,f096070s,pre_wft_time_70,,pre_2007_1,96_2,70
soep-pretest,pre_2007_1,f096071s,pre_wft_time_71,,pre_2007_1,96_2,71
soep-pretest,pre_2007_1,f096072s,pre_wft_time_72,,pre_2007_1,96_2,72
soep-pretest,pre_2007_1,f096073s,pre_wft_time_73,,pre_2007_1,96_2,73
